-6506.443960	-3487.296167
-6505.633017	-3485.590259
-6506.084081	-3484.891021
-6505.788762	-3483.322853
-6506.515699	-3481.517215
-6507.341793	-3480.775871
-6506.654231	-3479.235441
-6507.663726	-3478.149238
-6507.775094	-3476.791886
-6508.805047	-3475.563816
-6508.999303	-3474.685213
-6509.583866	-3474.047502
-6510.237348	-3472.012950
-6511.152107	-3471.432529
-6512.126346	-3470.164899
-6512.932746	-3468.986523
-6513.794922	-3468.673462
-6515.061977	-3467.089859
-6515.673014	-3466.411151
-6517.195582	-3465.814483
-6518.523753	-3465.229391
-6519.013183	-3464.085438
-6520.147181	-3463.694874
-6521.313106	-3463.108437
-6522.046845	-3461.959118
-6523.431754	-3462.160009
-6524.485893	-3461.594532
-6526.239721	-3461.646398
-6527.308264	-3460.837627
-6529.044279	-3461.217991
-6530.230127	-3461.363629
-6531.983665	-3461.010615
-6532.738238	-3461.525900
-6533.779049	-3460.704231
-6535.667410	-3461.571962
-6536.701143	-3461.331872
-6538.124479	-3461.405657
-6539.407869	-3461.862020
-6540.134811	-3462.284133
-6541.604521	-3463.106390
-6542.597940	-3463.374782
-6543.868857	-3463.649458
-6544.845261	-3464.785631
-6546.908460	-3465.611341
-6547.607666	-3466.188694
-6548.384080	-3466.513765
-6549.218803	-3467.694034
-6549.926010	-3468.434831
-6551.364124	-3469.961408
-6552.207497	-3470.649907
-6552.915281	-3471.649568
-6553.372826	-3472.880002
-6554.247177	-3473.244774
-6554.583427	-3474.415238
-6555.737455	-3476.358288
-6555.908522	-3477.001854
-6556.381624	-3478.579974
-6557.395671	-3479.575295
-6557.155996	-3480.765814
-6557.002349	-3481.536145
-6558.099140	-3483.219749
-6558.082141	-3484.818855
-6558.282541	-3485.669488
-6557.660361	-3486.955788
-6558.122618	-3488.476235
-6557.621964	-3489.140404
-6558.167902	-3491.151418
-6557.984169	-3492.517165
-6556.837546	-3493.480211
-6556.595282	-3495.282770
-6556.263852	-3496.243821
-6555.571497	-3497.487876
-6555.295442	-3498.095591
-6554.669572	-3499.444398
-6554.313069	-3500.593469
-6553.331692	-3501.584650
-6552.895256	-3502.638487
-6552.011585	-3503.906438
-6551.017409	-3505.306677
-6549.915308	-3506.307149
-6548.513884	-3506.665531
-6547.876803	-3507.002618
-6546.823579	-3508.025905
-6545.700444	-3508.681280
-6544.385681	-3509.122825
-6543.424149	-3510.415260
-6542.401677	-3511.010403
-6541.347149	-3510.980797
-6539.811489	-3511.956760
-6539.249156	-3511.450093
-6537.468171	-3512.148598
-6535.920608	-3512.848570
-6534.984351	-3512.948017
-6533.448016	-3512.792852
-6532.270376	-3512.784135
-6530.846836	-3512.631091
-6529.873067	-3512.798289
-6527.932016	-3513.058629
-6527.031695	-3512.515824
-6525.837780	-3512.730341
-6524.981963	-3511.759166
-6523.445863	-3511.360647
-6522.606260	-3511.027178
-6521.068379	-3510.827650
-6520.187309	-3509.587879
-6518.704967	-3509.035921
-6517.540605	-3508.852512
-6516.668148	-3508.291815
-6515.008116	-3506.790606
-6514.103764	-3506.059457
-6513.150416	-3505.333271
-6512.503574	-3504.323631
-6511.601287	-3503.203784
-6511.237356	-3502.513959
-6510.257923	-3500.851650
-6509.945722	-3500.111261
-6508.904539	-3499.309602
-6508.058888	-3498.061900
-6508.215821	-3496.269432
-6507.492525	-3495.698382
-6507.475397	-3494.582949
-6506.521798	-3492.661604
-6506.065772	-3491.640448
-6505.887222	-3489.791531
-6506.397605	-3489.240697
-6506.227026	-3487.671243
-6506.030648	-3487.005811
-6506.068537	-3486.870323
-6506.140822	-3486.174965
-6506.837502	-3484.324444
-6506.051510	-3482.878204
-6506.539592	-3481.826384
-6506.551823	-3480.663034
-6507.034126	-3479.293927
-6508.422904	-3478.694289
-6508.096755	-3476.483092
-6508.307527	-3475.566505
-6508.825425	-3474.345787
-6509.886902	-3473.187587
-6510.343853	-3472.205020
-6511.190623	-3470.809387
-6511.799299	-3470.553809
-6512.350424	-3469.265717
-6514.124221	-3467.987638
