528.048431	428.174704
527.653962	429.045102
528.025240	430.208938
527.671124	431.396191
527.531028	432.626840
526.887341	433.199955
526.788080	434.061329
526.789241	435.512583
526.026362	436.320330
525.858327	437.696736
525.900188	437.990957
524.994119	439.756692
524.468594	440.514053
524.221943	440.980632
523.179147	442.077617
522.216477	443.247412
521.912922	444.509774
520.248232	444.422842
519.470774	445.647781
519.402515	445.636944
518.022954	446.574429
516.933932	447.021062
516.116565	447.708639
514.907480	447.931373
513.884275	448.078441
512.821053	448.796429
511.718776	449.330179
510.535029	449.314071
509.721323	449.624590
508.478655	449.960286
507.988775	450.106658
506.528144	449.775165
505.664023	449.910108
504.217391	450.192210
503.140956	449.915854
502.456061	449.243322
501.442114	449.889009
499.946897	448.963063
499.395373	448.609031
497.998740	448.010035
496.955329	447.971654
496.514001	447.491158
495.354091	446.893791
494.230309	446.159897
493.173653	445.288756
492.018666	446.021356
491.307363	444.855767
491.086912	443.544716
489.170886	442.825726
488.863819	442.138494
488.318199	441.162746
487.783305	440.097934
486.613283	439.621241
486.763912	438.043177
486.329332	437.989529
485.383307	435.867573
485.193322	435.272739
484.564617	434.586294
485.126285	433.298860
484.514605	431.738382
484.144898	431.381191
483.814580	430.061196
484.048625	428.670373
484.506061	427.936154
484.120093	426.942616
484.235134	426.275039
483.915332	424.501460
484.525882	423.359895
484.963288	422.226654
484.623569	420.743987
485.736437	420.439183
486.549033	418.646417
485.803940	418.183599
486.162546	417.208184
487.320020	416.597148
488.175428	414.594297
488.574211	414.814549
489.245679	413.530471
490.031439	412.481241
490.486294	412.087246
491.126666	411.420351
492.944413	410.525186
493.441657	409.557069
493.913125	409.750285
495.537043	408.884536
495.796864	408.098171
497.145887	408.209260
498.423032	407.538994
498.986462	406.684500
500.188612	406.939308
501.371382	405.955701
503.028835	405.972083
503.670351	406.184261
504.508539	406.166182
505.659834	406.022838
506.743162	405.435651
508.316995	406.329995
508.932584	406.586503
509.865759	406.736245
511.250577	406.447033
512.212174	406.785497
513.525117	406.936699
514.603342	407.707139
515.649221	408.148771
516.501517	408.332554
517.455646	409.379305
518.767218	409.945764
518.748098	410.519694
519.859050	410.773142
520.286960	411.316749
521.866551	412.673780
522.353481	413.710888
522.972647	413.725096
523.218925	414.319800
524.418711	416.315750
524.868313	416.799359
525.074993	418.132094
525.620700	419.060846
