6.648300	3.060615	
6.705461	3.145532	
6.778900	3.886193	
6.575037	4.149537	
6.819043	3.819107	
6.574577	4.499560	
6.690977	4.896236	
6.558137	4.810785	
6.482369	5.434106	
6.351174	5.493558	
6.757902	5.461359	
6.445714	5.876477	
6.144400	5.881534	
5.540335	5.901464	
5.336470	6.328626	
5.069019	6.419061	
6.265092	6.477391	
5.591628	7.287708	
5.185144	6.983016	
4.616143	7.886191	
4.357602	7.118505	
4.652147	7.506405	
4.737506	7.930823	
3.534434	8.382589	
3.676970	7.751265	
3.551324	7.507846	
2.739895	8.058805	
3.347407	7.482646	
2.725438	7.845095	
3.176168	8.045125	
2.236416	8.434341	
2.226729	8.430061	
1.511274	7.989600	
1.416936	8.261505	
1.005161	7.861940	
1.226542	8.118267	
1.254541	8.443826	
0.443956	7.853404	
0.514465	7.641340	
-0.002213	7.494788	
-0.050102	7.761429	
0.053512	7.837998	
-0.488146	7.953751	
-1.047841	7.200708	
-1.199637	7.091393	
-1.191830	6.700554	
-1.388881	7.212124	
-1.773310	6.534732	
-1.632769	6.235345	
-1.471198	6.844096	
-2.081069	6.235325	
-2.211639	6.003321	
-2.944900	5.275836	
-2.640265	5.490349	
-2.938342	5.292942	
-2.737382	4.580632	
-2.553436	4.607202	
-2.331955	4.315914	
-2.315242	4.354604	
-2.943576	3.650024	
-3.046021	4.032308	
-2.733787	3.992786	
-2.848628	3.116777	
-2.770248	2.955355	
-2.757990	2.860120	
-3.414740	2.820000	
-2.775290	2.367877	
-2.919270	2.084604	
-3.062067	1.577451	
-2.972170	1.412843	
-2.297846	1.430099	
-2.831694	1.519114	
-2.854838	0.957916	
-2.303199	0.204258	
-1.637269	0.480737	
-2.095130	0.114557	
-1.862349	-0.132506	
-2.078469	-0.318882	
-1.127397	-0.702761	
-1.415759	-0.712182	
-1.109188	-1.019337	
-1.360632	-1.052115	
-0.617907	-1.056204	
-0.549300	-1.177617	
-0.798104	-1.422576	
-0.218515	-1.520730	
-0.139175	-1.570723	
0.260229	-1.537778	
0.388170	-1.373521	
0.646087	-1.642838	
0.636147	-1.973653	
1.094631	-1.754815	
1.669195	-2.042115	
2.211659	-2.524493	
1.589901	-2.703788	
2.901234	-2.510543	
2.895318	-2.051961	
2.736438	-2.138620	
2.842200	-2.128311	
2.967311	-1.847318	
3.668142	-1.992316	
3.447788	-1.906898	
3.751324	-1.446186	
4.383969	-1.294133	
4.473367	-0.686298	
4.829452	-1.203950	
4.923291	-1.143841	
4.856119	-1.189841	
5.019310	-0.922386	
5.601519	-0.715546	
5.341992	-1.054434	
6.071230	-0.423407	
6.115040	0.068529	
6.117050	-0.129807	
6.174532	0.394842	
6.415647	0.756037	
7.485601	1.000131	
6.504435	1.134232	
6.170414	0.452665	
7.299558	1.195413	
6.983805	1.873370	
6.670303	1.963014	
7.701543	2.090644	
7.121005	2.467116	
7.070972	2.923575	
